20220601 070400;1.071750;1.071920;1.071710;1.071820;0
20220601 070500;1.071830;1.071850;1.071670;1.071810;0
20220601 070600;1.071800;1.071860;1.071730;1.071820;0
20220601 070700;1.071810;1.071920;1.071790;1.071910;0
20220601 070800;1.071910;1.071990;1.071910;1.071980;0
20220601 070900;1.071960;1.072020;1.071910;1.071940;0
20220601 071000;1.071920;1.071920;1.071730;1.071820;0
20220601 071100;1.071830;1.071980;1.071830;1.071960;0
20220601 071200;1.071950;1.071990;1.071890;1.071920;0
20220601 071300;1.071950;1.071950;1.071520;1.071520;0
20220601 071400;1.071550;1.071700;1.071550;1.071660;0
20220601 071500;1.071630;1.071630;1.071330;1.071400;0
20220601 071600;1.071370;1.071390;1.071280;1.071380;0
20220601 071700;1.071360;1.071430;1.071260;1.071410;0
20220601 071800;1.071400;1.071510;1.071300;1.071430;0
20220601 071900;1.071470;1.071470;1.071380;1.071410;0
20220601 072000;1.071410;1.071430;1.071350;1.071430;0
20220601 072100;1.071410;1.071410;1.071340;1.071410;0
20220601 072200;1.071400;1.071500;1.071210;1.071260;0
20220601 072300;1.071290;1.071290;1.070970;1.071090;0
20220601 072400;1.071070;1.071190;1.071040;1.071090;0
20220601 072500;1.071080;1.071140;1.071010;1.071040;0
20220601 072600;1.071050;1.071170;1.071000;1.071160;0
20220601 072700;1.071160;1.071230;1.071060;1.071080;0
20220601 072800;1.071070;1.071080;1.071020;1.071060;0
20220601 072900;1.071060;1.071200;1.071040;1.071160;0
20220601 073000;1.071180;1.071180;1.070960;1.071000;0
20220601 073100;1.070990;1.071070;1.070970;1.071050;0
20220601 073200;1.071040;1.071200;1.071000;1.071090;0
20220601 073300;1.071120;1.071280;1.071110;1.071280;0
20220601 073400;1.071280;1.071420;1.071270;1.071420;0
20220601 073500;1.071460;1.071620;1.071450;1.071490;0
20220601 073600;1.071500;1.071550;1.071280;1.071330;0
20220601 073700;1.071320;1.071400;1.071240;1.071400;0
20220601 073800;1.071410;1.071590;1.071410;1.071420;0
20220601 073900;1.071420;1.071450;1.071350;1.071400;0
20220601 074000;1.071410;1.071410;1.071270;1.071340;0
20220601 074100;1.071340;1.071450;1.071300;1.071440;0
20220601 074200;1.071430;1.071590;1.071400;1.071580;0
